-4.500612851834451256e-03,-5.381136852204586596e-01,0.000000000000000000e+00
-6.336336950081178365e-03,-5.924820479804189244e-01,0.000000000000000000e+00
-6.464765079783330037e-04,-5.734592090302867984e-01,0.000000000000000000e+00
-1.986136644907565696e-02,-5.115877908509909311e-01,0.000000000000000000e+00
-5.268262981787730226e-03,-6.423622239181674409e-01,0.000000000000000000e+00
-3.848571225699704001e-04,-5.453919146451309263e-01,0.000000000000000000e+00
-2.743696626340330624e-03,-5.091478886448976837e-01,0.000000000000000000e+00
-1.462467835212477585e-02,-7.153374497237332541e-01,0.000000000000000000e+00
-2.319604836492294986e-03,-5.259151474558658723e-01,0.000000000000000000e+00
-8.263264470514841697e-03,-5.609089292688023143e-01,0.000000000000000000e+00
-9.923701725206623969e-03,-5.357099669821572263e-01,0.000000000000000000e+00
-4.539025079726921597e-03,-5.609145044799155322e-01,0.000000000000000000e+00
-3.341602511503949380e-03,-5.159676672831039479e-01,0.000000000000000000e+00
-3.059395262778652480e-03,-6.110886866112861249e-01,0.000000000000000000e+00
-7.947925342372763602e-03,-5.127021781291940528e-01,0.000000000000000000e+00
-1.095253238821292108e-02,-5.356492338451130930e-01,0.000000000000000000e+00
-1.108041131326009676e-02,-5.527409774298690515e-01,0.000000000000000000e+00
-6.419248153597512108e-03,-5.395408736968814178e-01,0.000000000000000000e+00
-6.330439090365236332e-03,-5.555379365102137701e-01,0.000000000000000000e+00
-5.653221674458364099e-03,-5.021906041822639111e-01,0.000000000000000000e+00
-1.414214070699970627e-03,-5.708498028758812737e-01,0.000000000000000000e+00
-1.473828969055512861e-02,-5.191830097825551604e-01,0.000000000000000000e+00
-6.132556422084989300e-03,-5.451678187560937694e-01,0.000000000000000000e+00
-1.260312585792544571e-02,-5.828499204954313839e-01,0.000000000000000000e+00
-3.650120598877593103e-03,-5.312885372025182296e-01,0.000000000000000000e+00
-4.832850546700018235e-03,-5.319581810273554812e-01,0.000000000000000000e+00
-1.439779586352318841e-02,-6.690466560837862176e-01,0.000000000000000000e+00
-1.129740148319358095e-02,-5.447247856146995026e-01,0.000000000000000000e+00
-9.341619256739264188e-03,-5.315833911399829859e-01,0.000000000000000000e+00
-3.472865760695720283e-03,-5.475617943266819498e-01,0.000000000000000000e+00
-6.628309156399003754e-03,-5.240700684331269787e-01,0.000000000000000000e+00
-2.701003731930384788e-03,-4.993198389645869817e-01,0.000000000000000000e+00
-5.874117310942672532e-03,-5.245716703936307290e-01,0.000000000000000000e+00
-1.584817689984430178e-02,-5.529200097493753852e-01,0.000000000000000000e+00
-4.123999640484043994e-04,-5.667096805195852571e-01,0.000000000000000000e+00
-1.974171633592258779e-03,-5.415820968545357328e-01,0.000000000000000000e+00
-2.235082930115650512e-03,-5.052648032049811277e-01,0.000000000000000000e+00
-1.831863205995265531e-03,-5.435475155248663537e-01,0.000000000000000000e+00
-2.626107201330052376e-04,-5.518415428376486354e-01,0.000000000000000000e+00
-8.538391556859425968e-03,-5.472668076039901575e-01,0.000000000000000000e+00
-4.413670430925553667e-03,-5.174042616694864982e-01,0.000000000000000000e+00
-1.531711349338937822e-03,-5.307984446344646834e-01,0.000000000000000000e+00
-2.283497882293650250e-03,-5.038732409450723537e-01,0.000000000000000000e+00
-3.321734635355011456e-03,-5.128363259809443075e-01,0.000000000000000000e+00
-6.207989322939422294e-03,-5.195325043839393864e-01,0.000000000000000000e+00
-1.388708856383713552e-02,-5.557945504817998206e-01,0.000000000000000000e+00
-5.638071303118219468e-03,-5.718398909973387845e-01,0.000000000000000000e+00
-5.639466628596601083e-03,-5.288382978084338326e-01,0.000000000000000000e+00
-2.071748229290337751e-02,-5.182943690823784699e-01,0.000000000000000000e+00
-6.370643855457047700e-03,-5.127334405636554404e-01,0.000000000000000000e+00
-8.270219162342051789e-03,-5.793531833251630569e-01,0.000000000000000000e+00
-7.927228093068672266e-03,-5.189583954562002610e-01,0.000000000000000000e+00
-2.603551987888641506e-03,-5.408083044850460208e-01,0.000000000000000000e+00
-6.772396205644293232e-03,-5.132780600244890579e-01,0.000000000000000000e+00
-9.038067211503575393e-03,-5.244846896092036914e-01,0.000000000000000000e+00
-9.686065358408657566e-03,-5.460411642105962304e-01,0.000000000000000000e+00
-1.033319284260614257e-02,-5.223635138080662266e-01,0.000000000000000000e+00
-8.143851503975896300e-03,-5.040590899994810137e-01,0.000000000000000000e+00
-1.161095940974221641e-02,-5.059257720027368066e-01,0.000000000000000000e+00
-7.427386553670922709e-03,-5.595477186802830794e-01,0.000000000000000000e+00
-3.356860427619512421e-03,-5.496297156071743295e-01,0.000000000000000000e+00
-1.211359520600785444e-02,-5.181899908258729148e-01,0.000000000000000000e+00
-7.482624755760780566e-03,-5.677944130474372741e-01,0.000000000000000000e+00
-2.051997391379456470e-02,-5.114503008765676206e-01,0.000000000000000000e+00
-5.173536473681794590e-03,-5.326122837177940106e-01,0.000000000000000000e+00
-1.846457955385183425e-02,-5.267290262757491348e-01,0.000000000000000000e+00
-2.240817570679121129e-02,-4.959071023724526128e-01,0.000000000000000000e+00
-3.027988308187512523e-03,-5.679367803429258288e-01,0.000000000000000000e+00
-1.133587397813651254e-02,-5.398448525449897062e-01,0.000000000000000000e+00
-6.576449567426756460e-03,-5.374706665139923345e-01,0.000000000000000000e+00
-3.863295135423716609e-03,-5.139827308887094937e-01,0.000000000000000000e+00
-7.271104812623607749e-03,-5.100765287408335347e-01,0.000000000000000000e+00
