4.842950296919574793e-01,2.690932776425056933e-02,4.887956425437919861e-01
4.649484260398062951e-01,6.376681097030624523e-02,4.712847629898874180e-01
4.750826126512521230e-01,4.918829818951736543e-02,4.757290891592305115e-01
4.828964920836192332e-01,1.434564938368587672e-02,5.027578585326949456e-01
4.490337500394190884e-01,9.666423693937413464e-02,4.543020130212067631e-01
4.846127903699096739e-01,3.038956213761070252e-02,4.849976474924796999e-01
4.951215727008071443e-01,7.013157972045339084e-03,4.978652693271475860e-01
4.184710645240057314e-01,1.484331925998637336e-01,4.330957428761305628e-01
4.898152142903831607e-01,1.804996658274133844e-02,4.921348191268755112e-01
4.741881805967226304e-01,4.336037433603990437e-02,4.824514450672375832e-01
4.814808765224765086e-01,2.711454522984033111e-02,4.914045782476831326e-01
4.766691484535434120e-01,4.212267801318620580e-02,4.812081735332705001e-01
4.924497092312959956e-01,1.175897902590405594e-02,4.957913117428000005e-01
4.609308409543854124e-01,7.507892282845048115e-02,4.639902362171641759e-01
4.904673237286868437e-01,1.111742720025358198e-02,4.984152490710595518e-01
4.808152337928203734e-01,2.741700002614627651e-02,4.917677661810332945e-01
4.750327333145368813e-01,3.885412205766608507e-02,4.861131446277970336e-01
4.825402099986410565e-01,2.850033184912032294e-02,4.889594581522387351e-01
4.772670617696853079e-01,3.913543737026418251e-02,4.835975008600504887e-01
4.955009841562730832e-01,3.344810012995504123e-03,5.011542058307314473e-01
4.754405896609062987e-01,4.770460660748745974e-02,4.768548037316062138e-01
4.837801369454448608e-01,1.770143641855510472e-02,4.985184266360000449e-01
4.808556894665786396e-01,3.215606464475768284e-02,4.869882458886637400e-01
4.639812759295724454e-01,5.943432228292962194e-02,4.765844017874980576e-01
4.871370738665753986e-01,2.207573166797158898e-02,4.907871944654531582e-01
4.861253726264148090e-01,2.291640420047032917e-02,4.909582231731148827e-01
4.340525840630558574e-01,1.174970360103651107e-01,4.484503799265789903e-01
4.775601371396377415e-01,3.358232423753089446e-02,4.888575386228314335e-01
4.832444567821794212e-01,2.416946717890183782e-02,4.925860760389187964e-01
4.818308247173088144e-01,3.286548480468660244e-02,4.853036904780045901e-01
4.875577710846916712e-01,1.825614867421768497e-02,4.941860802410906750e-01
4.984260511905174162e-01,4.468938870347445580e-04,5.011270549224478010e-01
4.878933649948279383e-01,1.833915269940140230e-02,4.937674823057707219e-01
4.717945454836453001e-01,4.056273213286513968e-02,4.876427223834896019e-01
4.774885065174392373e-01,4.461058700107306541e-02,4.779009064814877528e-01
4.848231866260932499e-01,2.837945511422129002e-02,4.867973582596855087e-01
4.967550103115959126e-01,4.254896446692572887e-03,4.989900932417115076e-01
4.842629193543809829e-01,2.964229808524272355e-02,4.860947825603763595e-01
4.825444119073617477e-01,3.464856546514351321e-02,4.828070226274947530e-01
4.785521364274302747e-01,3.435733558828003853e-02,4.870905279842897562e-01
4.912561324895540205e-01,1.307406458996642276e-02,4.956698029204796851e-01
4.887127108889524618e-01,2.104286687275618017e-02,4.902444222382914552e-01
4.971865877634468189e-01,3.343326590812744845e-03,4.994700856457404692e-01
4.935067349161151862e-01,9.664795532414637014e-03,4.968284695514702531e-01
4.893505056567272193e-01,1.509099936360613903e-02,4.955584949796667527e-01
4.721437574635086731e-01,4.182539650914555290e-02,4.860308460273458087e-01
4.722946554654748330e-01,4.977261776593207288e-02,4.779327267685932190e-01
4.866275896447910254e-01,2.110535408182136891e-02,4.922670562733875710e-01
4.800902221106048140e-01,1.910207348588700144e-02,5.008077044035083025e-01
4.915084239084768214e-01,1.061250832758934420e-02,4.978790677639338691e-01
4.680354594500508170e-01,5.565886193755626571e-02,4.763056786123930353e-01
4.883957161192207241e-01,1.528133966848989334e-02,4.963229442122895074e-01
4.846615305130588247e-01,2.807338698599369520e-02,4.872650825009475772e-01
4.910590491880740815e-01,1.110950541820752285e-02,4.978314453937184303e-01
4.858130586559297193e-01,1.933581547663697914e-02,4.948511258674332947e-01
4.781955683575288552e-01,3.392279792653368070e-02,4.878816337159374572e-01
4.856567001689070517e-01,1.835340681957975395e-02,4.959898930115133053e-01
4.932177356641890276e-01,5.420677167646048566e-03,5.013615871681649239e-01
4.902841030592595684e-01,7.820834471738645141e-03,5.018950624690018403e-01
4.751991694041249881e-01,4.217427463807905258e-02,4.826265559577960218e-01
4.812188545125288819e-01,3.420543054732275851e-02,4.845757149401483943e-01
4.858609395873705328e-01,1.616452561925111817e-02,4.979745347933783317e-01
4.724134458136803327e-01,4.769048361687852622e-02,4.798960705694411688e-01
4.825032504319477500e-01,1.447352522230997002e-02,5.030232243457423147e-01
4.856802144449473557e-01,2.346603463642348703e-02,4.908537509186292613e-01
4.787806048721824359e-01,2.397421070178334251e-02,4.972451844260342702e-01
4.864255154046549512e-01,4.740793483898882860e-03,5.088336911114461625e-01
4.753357476802330117e-01,4.630051633134645017e-02,4.783637359884205242e-01
4.791611331662458118e-01,3.034185968937189171e-02,4.904970071443822688e-01
4.831254781170514212e-01,2.717259419847040461e-02,4.897019276844781221e-01
4.927635596134809504e-01,1.060958563761437573e-02,4.966268547489047780e-01
4.917937538779730833e-01,9.141387431430276003e-03,4.990648586905966910e-01
4.852682683260942653e-01,2.169458218012530054e-02,4.930371494937804133e-01
4.888994708952664192e-01,1.862469022419797199e-02,4.924758388805356990e-01
4.656727837421285043e-01,6.107667580228737236e-02,4.732505404555841233e-01
4.810616622930123931e-01,3.134163301803472718e-02,4.875967046889528866e-01
4.753044828973107538e-01,4.631261273554056201e-02,4.783829043671486980e-01
4.832797290659783251e-01,2.776065627639652186e-02,4.889596146576252189e-01
4.843647738787326684e-01,2.794576522607068736e-02,4.876894608951967136e-01
4.728618963801159980e-01,2.078419027177099560e-02,5.063539133481129717e-01
4.765222529998159873e-01,4.309253197903430144e-02,4.803852150211497252e-01
4.259862425513980533e-01,1.443032718512678170e-01,4.297104855973342130e-01
4.710296468200110276e-01,5.205112601660631666e-02,4.769192271633826419e-01
4.779185580517268939e-01,4.150220773666166152e-02,4.805792342116114169e-01
4.903911460246144771e-01,1.482692390128106594e-02,4.947819300741044257e-01
4.778973278082190856e-01,3.679340419622820907e-02,4.853092679955527400e-01
4.904425532897408457e-01,1.242776578641080140e-02,4.971296809238484604e-01
4.921537789243251027e-01,8.332537449440804989e-03,4.995136836262341062e-01
4.843313682823667810e-01,2.816463312989062745e-02,4.875039985877427373e-01
4.923458937242622402e-01,9.118247608108105001e-03,4.985358586676296722e-01
4.820249717835495828e-01,2.729735007810741784e-02,4.906776781383430652e-01
4.765344799963496802e-01,4.476344091345593745e-02,4.787020790901943545e-01
4.753640793863811442e-01,4.822746635415874061e-02,4.764084542594601013e-01
4.810360426184157046e-01,3.058824864652088735e-02,4.883757087350635295e-01
4.676491799149099515e-01,4.669838667061144977e-02,4.856524334144786681e-01
4.971530458604118130e-01,2.363835639191319560e-03,5.004831185003969507e-01
4.718566661280271801e-01,5.620113964055124117e-02,4.719421942314215856e-01
4.919500624404584688e-01,4.202911580366910926e-03,5.038470259791746342e-01
4.634300695301942774e-01,6.760550881443751214e-02,4.689644216553681688e-01
4.497279055487138355e-01,9.420174324646635178e-02,4.560703512048198127e-01
