1.044445044820655255e+00,2.234822562954092096e+00
-6.056797378317897440e-01,2.227010062954092096e+00
2.294765664241973369e+00,2.234824470302724908e+00
1.106607444112647443e+00,2.227008155605459283e+00
2.357267571590606181e+00,2.227010062954092096e+00
1.044445044820655255e+00,2.234822562954092096e+00
-6.056797378317897440e-01,2.172309211513662408e+00
1.044445044820655255e+00,2.227008155605459283e+00
1.044445044820655255e+00,2.234822562954092096e+00
2.294643593929473369e+00,2.227008155605459283e+00
1.044445044820655255e+00,1.063530443982676044e+00
1.732139779232207744e+00,2.234820655605459283e+00
-6.056778304831569315e-01,1.063024996594980731e+00
1.044445044820655255e+00,2.227008155605459283e+00
1.044445044820655255e+00,2.234822562954092096e+00
2.357296181820098369e+00,2.172309211513662408e+00
1.544445044820655255e+00,1.063528536634043231e+00
1.044445044820655255e+00,2.172307304165029596e+00
1.044445044820655255e+00,2.172309211513662408e+00
1.044445044820655255e+00,2.172307304165029596e+00
2.294765664241973369e+00,2.234578422329092096e+00
2.492187500000000000e+00,2.227010062954092096e+00
-7.307369582907741190e-01,1.602147392055654596e+00
1.044445044820655255e+00,2.227010062954092096e+00
1.044445044820655255e+00,2.234820655605459283e+00
1.044445044820655255e+00,2.227010062954092096e+00
2.357296181820098369e+00,2.234822562954092096e+00
1.044445044820655255e+00,2.227010062954092096e+00
2.357296181820098369e+00,1.984822562954092096e+00
2.294765664241973369e+00,2.234822562954092096e+00
1.044445044820655255e+00,2.227008155605459283e+00
2.296718789241973369e+00,2.227010062954092096e+00
2.357296181820098369e+00,2.234820655605459283e+00
1.044445044820655255e+00,2.234822562954092096e+00
1.044445044820655255e+00,2.227008155605459283e+00
2.294643593929473369e+00,2.234822562954092096e+00
2.294643593929473369e+00,2.234820655605459283e+00
1.044445044820655255e+00,2.227010062954092096e+00
2.294643593929473369e+00,2.234820655605459283e+00
1.044443137472022443e+00,2.234822562954092096e+00
